ime planinske točke,pot,zahtevnost 
Prešernova koča na Stolu,Vgriz / Ogris - Prešernova koča na Stolu,zahtevna označena pot
Prgozdnik,Apno - Prgozdnik (Martinova pot),lahka neoznačena steza
Prgozdnik,Šenturška Gora - Prgozdnik (Martinova pot),lahka neoznačena steza
Pri Banderi,Soča - Pri Banderi,lahko brezpotje
Pri Pastirjih,Jermanca - Pri Pastirjih,lahka označena pot
Pri treh macesnih,Gozd Martuljek - Pri treh macesnih,zelo zahtevna neoznačena steza
Prisank / Prisojnik,Erjavčeva koča na Vršiču - Prisank / Prisojnik (Jubilejna pot),zelo zahtevna označena pot
Prisank / Prisojnik,Erjavčeva koča na Vršiču - Prisank / Prisojnik (Kopiščarjeva pot),zelo zahtevna označena pot
Prisank / Prisojnik,Erjavčeva koča na Vršiču - Prisank / Prisojnik (Slovenska pot),zahtevna označena pot
Prisank / Prisojnik,Erjavčeva koča na Vršiču - Prisank / Prisojnik (grebenska pot),zelo zahtevna označena pot
Prisank / Prisojnik,Erjavčeva koča na Vršiču - Prisank / Prisojnik (čez Kajzljevo škrbino),zelo zahtevna označena pot
Prisank / Prisojnik,Koča na Gozdu - Prisank / Prisojnik (Hanzova pot),zelo zahtevna označena pot
Prisank / Prisojnik,Pogačnikov dom na Kriških podih - Prisank / Prisojnik,zelo zahtevna označena pot
Prisank / Prisojnik,Vršič - Prisank / Prisojnik (Grebenska pot),zelo zahtevna označena pot
Prisank / Prisojnik,Vršič - Prisank / Prisojnik (Jubilejna pot),zelo zahtevna označena pot
Prisank / Prisojnik,Vršič - Prisank / Prisojnik (Kopiščarjeva pot),zelo zahtevna označena pot
Prisank / Prisojnik,Vršič - Prisank / Prisojnik (Slovenska pot),zahtevna označena pot
Prisank / Prisojnik,Vršič - Prisank / Prisojnik (čez Kajzljevo škrbino),zelo zahtevna označena pot
Pristovški Storžič / Kärntner Storschitz,Bela / Bad Vellach - Pristovški Storžič / Kärntner Storschitz,lahka označena pot
Pristovški Storžič / Kärntner Storschitz,Jezerski vrh - Pristovški Storžič / Kärntner Storschitz,lahka označena pot
Pristovški Storžič / Kärntner Storschitz,Jezerski vrh - Pristovški Storžič / Kärntner Storschitz (Kranjska pot / Krainersteig),zahtevna označena pot
Pristovški Storžič / Kärntner Storschitz,Korte / Trögern - Pristovški Storžič / Kärntner Storschitz,lahka označena pot
Prvi Vogel,Planina Blato - Prvi Vogel,lahko brezpotje
Pršivec,Konec ceste na Vogar - Pršivec (direktna pot),lahka označena pot
Pršivec,Konec ceste na Vogar - Pršivec (čez planino Viševnik),lahka označena pot
Pršivec,Koča pri Savici - Pršivec,zahtevna označena pot
Pršivec,Planina Blato - Pršivec,lahka označena pot
Pršivec,Planina Blato - Pršivec,lahka označena pot
Pršivec,Stara Fužina - Pršivec (direktna pot),lahka označena pot
Pršivec,Ukanc - Pršivec (Ferata Ožarjeni kamen),izjemno zahtevna označena pot
Psinski vrh / Sinacher Gupf ,Bistrica v Rožu / Feistritz im Rosental - Psinski vrh / Sinacher Gupf  (vzhodna pot),lahka označena pot
Psinski vrh / Sinacher Gupf ,Bistrica v Rožu / Feistritz im Rosental - Psinski vrh / Sinacher Gupf  (zahodna pot),lahka označena pot
Psinski vrh / Sinacher Gupf ,Slovenji Plajberk / Windisch Bleiberg - Psinski vrh / Sinacher Gupf,lahka označena pot
Psinski vrh / Sinacher Gupf ,Strugarje / Strugarjach - Psinski vrh / Sinacher Gupf,lahka označena pot
Ptičji vrh,Dom Pristava v Javorniškem Rovtu - Ptičji vrh,lahka neoznačena steza
Ptičji vrh,Križovec - Ptičji vrh,lahka neoznačena steza
Pungartska gora,Tegoška planina - Pungartska gora,lahko brezpotje
Pusti Rovt,Dom Pristava v Javorniškem Rovtu - Pusti Rovt,lahka označena pot
Pusti Rovt,Križovec - Pusti Rovt,lahka označena pot
RIS Dolina (Dovžanova soteska),Čadovlje pri Tržiču - RIS Dolina (Dovžanova soteska) (lažja pot),lahka označena pot
RIS Dolina (Dovžanova soteska),Čadovlje pri Tržiču - RIS Dolina (Dovžanova soteska) (po cesti),lahka označena pot
RIS Dolina (Dovžanova soteska),Čadovlje pri Tržiču - RIS Dolina (Dovžanova soteska) (težja pot),zahtevna označena pot
Radojč,Vinska Gora - Radojč (lahka pot),lahka označena pot
Radojč,Vinska Gora - Radojč (plezalna pot),izjemno zahtevna označena pot
Ramšakov vrh,Dom Lovsko športnega društva Vinska Gora - Ramšakov vrh,lahka označena pot
Ramšakov vrh,Vinska Gora - Ramšakov vrh (lahka pot),lahka označena pot
Ramšakov vrh,Vinska Gora - Ramšakov vrh (mimo kmetije Vodošek),lahka označena pot
Ramšakov vrh,Vinska Gora - Ramšakov vrh (plezalna pot),izjemno zahtevna označena pot
Raskovec,Grant - Raskovec (čez Rodico),lahko brezpotje
Raskovec,Javorje - Raskovec (čez Rodico),lahka neoznačena steza
Raskovec,Pod Debelo glavo - Raskovec,lahko brezpotje
Raskovec,Pod Debelo glavo - Raskovec (mimo lovske koče),lahko brezpotje
Raskovec,Rutarski gozd - Raskovec (čez Rodico),lahka neoznačena steza
Raskovec,Vodel - Raskovec,lahko brezpotje
Razor,Aljažev dom v Vratih - Razor (čez Sovatno),zelo zahtevna označena pot
Razor,Koča v Krnici - Razor,zelo zahtevna označena pot
Razor,Ruski križ - Razor (čez Kriško steno),zelo zahtevna označena pot
Razor,Vršič - Razor,zelo zahtevna označena pot
Razor,Zadnjica - Razor,zelo zahtevna označena pot
Račka vrata,Rogovilec - Račka vrata (Lovska pot),zahtevna neoznačena steza
Rdeči rob,Dom v Lepeni - Rdeči rob,lahko brezpotje
Rekaršica,Korensko sedlo - Rekaršica (po cesti),lahka označena pot
Rekaršica,Korensko sedlo - Rekaršica (čez Jerebikovec),lahka neoznačena steza
Ribenska gora,Kompas hotel Ribno - Ribenska gora (po južnem pobočju),lahka označena pot
Rifugio Brunner,Bele vode / Rio Bianco - Rifugio Brunner,lahka označena pot
Rifugio Cinque Punte,Remšendol - Rifugio Cinque Punte (pot 518),delno zahtevna označena pot
Rifugio Corsi,Bele vode / Rio Bianco - Rifugio Corsi (čez Krniško škrbino),delno zahtevna označena pot
Rifugio Corsi,Cave del Mole - Rifugio Corsi,lahka označena pot
Rifugio Corsi,Cave del Mole - Rifugio Corsi (sentiero dei tedeschi),delno zahtevna označena pot
Rifugio Corsi,Nevejski preval - Rifugio Corsi,lahka označena pot
Rifugio Gilberti,Nevejski preval - Rifugio Gilberti,lahka označena pot
Rifugio Gilberti,Nevejski preval - Rifugio Gilberti (pot 636),lahka označena pot
Rifugio Grego,Planina Zajzera - Rifugio Grego,lahka označena pot
Rifugio Pellarini,Zajzera - Rifugio Pellarini,lahka označena pot
Rifugio Zacchi,Belopeška jezera - Rifugio Zacchi,lahka označena pot
Rifugio di Brazza,Pecol - Rifugio di Brazza,lahka označena pot
Rigeljc,Planina Blato - Rigeljc (čez planino Dedno polje),lahko brezpotje
Rigljica,Gozd Martuljek - Rigljica (normalni pristop),alpinistični vzpon
Rjavca / Rjautza,Pamž / Pamschbauer - Rjavca / Rjautza (čez Sveto peč),lahko brezpotje
Rjavca / Rjautza,Žabnica / Bodental - Rjavca / Rjautza,delno zahtevna označena pot
Rjavina,Aljažev dom v Vratih - Rjavina (Tominškova pot),zelo zahtevna označena pot
Rjavina,Aljažev dom v Vratih - Rjavina (čez Prag),zahtevna označena pot
Rjavina,Dolina Kot - Rjavina (grebenska pot),zahtevna označena pot
Rjavina,Dolina Kot - Rjavina (grebensko prečenje Macesnovec-Rjavina),zelo zahtevno brezpotje
Rjavina,Dolina Kot - Rjavina (plezalna pot),zelo zahtevna označena pot
Rjavina,Dolina Krma - Rjavina (grebenska pot),zahtevna označena pot
Rjavina,Dolina Krma - Rjavina (čez Teme),zahtevno brezpotje
Rjavina,Konec ceste na Pokljuki - Rjavina,zahtevna označena pot
Rjavina,Rudno polje - Rjavina,zahtevna označena pot
Rjavo jezero,Koča pri Savici - Rjavo jezero,zahtevna označena pot
Rjavo jezero,Planina  Blato - Rjavo jezero (čez Štapce),delno zahtevna označena pot
Rjavo jezero,Planina Blato - Rjavo jezero (Za Kopico),lahka označena pot
Rjavčki vrh (Planinšca),Logarski kot - Rjavčki vrh (Planinšca) (skozi Grlo),zahtevno brezpotje
Rjavčki vrh (Planinšca),Na Razpotju - Rjavčki vrh (Planinšca),delno zahtevna označena pot
Robanova planina,Robanov kot - Robanova planina,lahka označena pot
Robič,Podljubelj - Robič (mimo Zavetišča na Kalu),lahka neoznačena steza
Roblekov dom na Begunjščici,Dom v Dragi - Roblekov dom na Begunjščici,lahka označena pot
Roblekov dom na Begunjščici,Dom v Dragi - Roblekov dom na Begunjščici (čez Preval-o),delno zahtevna označena pot
Roblekov dom na Begunjščici,Ljubelj - Roblekov dom na Begunjščici (čez Preval-o),delno zahtevna neoznačena pot
Roblekov dom na Begunjščici,Ljubelj - Roblekov dom na Begunjščici (čez Zelenico),delno zahtevna označena pot
Roblekov dom na Begunjščici,Na jezercih - Roblekov dom na Begunjščici,lahka neoznačena steza
Roblekov dom na Begunjščici,Podljubelj (Lajb) - Roblekov dom na Begunjščici,lahka označena pot
Roblekov dom na Begunjščici,Tinčkova koča - Roblekov dom na Begunjščici,delno zahtevna označena pot
Roblekov dom na Begunjščici,Tinčkova koča - Roblekov dom na Begunjščici (čez Poljško planino),delno zahtevna označena pot
Roblekov dom na Begunjščici,Tomčeva koča na Poljški planini - Roblekov dom na Begunjščici,lahka označena pot
Roblekova planina,Jezerska slatina - Roblekova planina,lahka neoznačena steza
Roblekova planina,Jezerski vrh - Roblekova planina,lahka neoznačena steza
Roblekova planina,Korte / Trögern - Roblekova planina,lahka označena pot
Roblekova planina,Planšarsko jezero - Roblekova planina,lahka neoznačena steza
Roblekova planina,Zgornje Jezersko - Roblekova planina,lahka neoznačena steza
Rodica,Grant - Rodica,lahka označena pot
Rodica,Javorje - Rodica (markirana pot),lahka označena pot
Rodica,Javorje - Rodica (čez Lepo Suho),lahka neoznačena steza
Rodica,Ravne - Rodica (čez Črno prst),delno zahtevna označena pot
Rodica,Ribčev Laz - Rodica (preko sedla Čez Suho),lahka označena pot
Rodica,Ribčev Laz - Rodica (čez Lepo Suho),lahka neoznačena steza
Rodica,Rutarski gozd - Rodica,lahka označena pot
Rodica,Ski hotel Vogel - Rodica,lahka označena pot
Rodica,Stržišče - Rodica,lahka označena pot
Rogljica,Aljažev dom v Vratih - Rogljica (zahodna pot),zelo zahtevno brezpotje
Rokov vrh / Rochusberg,Rebrca / Rechberg - Rokov vrh / Rochusberg,lahka označena pot
Rokov vrh / Rochusberg,Rebrca / Rechberg - Rokov vrh / Rochusberg (mimo Bukovnika),lahka označena pot
Rombon,D postaja - Rombon,delno zahtevna označena pot
Rombon,Nevejski preval - Rombon (po smučarski progi),delno zahtevna označena pot
Rombon,Nevejski preval - Rombon (pot 636),delno zahtevna označena pot
Rombon,Trdnjava Kluže - Rombon,lahka označena pot
Rombon,Zavrzelno - Rombon,delno zahtevna označena pot
Rovt Vrse,Brinje - Rovt Vrse,lahka neoznačena steza
Rovt Vrse,Dovje - Rovt Vrse (mimo Sedučnika),lahka neoznačena steza
Rovt Vrse,Dovje - Rovt Vrse (po cesti),lahka neoznačena steza
Rožca,Martinčev Rovt - Rožca,lahka neoznačena steza
Rožca,Planina pod Golico - Rožca,lahka označena pot
Rožca,Podrožca / Rosenbach - Rožca,lahka označena pot
Rožca,Ravne - Rožca (direktna pot),zahtevna neoznačena steza
Rožca,Ravne - Rožca (čez Hruški vrh),lahka označena pot
Rožca,Rogarjev rovt - Rožca,lahka neoznačena steza
Rudijev dom na Donački gori,Sveti Jurij - Rudijev dom na Donački gori,lahka označena pot
Rudnica,Brod - Rudnica,lahka označena pot
Rudnica,Jezersko polje - Rudnica,lahka označena pot
Rudnica,Stara Fužina - Rudnica (po cesti),lahka označena pot
Ruska kapelica,Mihov dom na Vršiču - Ruska kapelica,lahka označena pot
Rutarski Vršič,Gozd Martuljek - Rutarski Vršič,zahtevna označena pot
Rutarski Vršič,Lengar - Rutarski Vršič,delno zahtevna neoznačena pot
Ruš,Dol - Ruš (po jugozahodnem grebenu),delno zahtevna neoznačena pot
Ruš,Medvodje - Ruš (preko sedla Pri lojtri),delno zahtevna neoznačena pot
Ruš,Rezman - Ruš (po jugozahodnem grebenu),delno zahtevna neoznačena pot
Ruš,Rezman - Ruš (po severovzhodnem grebenu),zelo zahtevno brezpotje
Rušnata Mlinarica,Dolina Kot - Rušnata Mlinarica,zahtevna neoznačena steza
Rušnata Mlinarica,Kosmačev preval - Rušnata Mlinarica,zahtevna neoznačena steza
Rušnata glava,Koča pri Savici - Rušnata glava,lahko brezpotje
Rušnata glava,Planina Blato - Rušnata glava,lahko brezpotje
Rušnati vrh,Ski hotel Vogel - Rušnati vrh,lahko brezpotje
Rušni vrh,Bohinjsko sedlo - Rušni vrh,lahka neoznačena steza
Rušni vrh,Kal - Rušni vrh,lahka neoznačena steza
Rušni vrh,Kuk - Rušni vrh,lahka neoznačena steza
Rušni vrh,Petrovo Brdo - Rušni vrh,lahka neoznačena steza
Rušni vrh,Podbrdo - Rušni vrh,lahka neoznačena steza
Rušni vrh,Podbrdo - Rušni vrh (čez Vrh Bače),lahka neoznačena steza
Rušni vrh,Ravne - Rušni vrh (mimo Orožnove koče),lahka označena pot
Rušni vrh,Ravne - Rušni vrh (čez planino za Črno goro),lahka označena pot
Rušni vrh,Vrh Bače - Rušni vrh,lahka neoznačena steza
Rzenik,Kraljev hrib - Rzenik (zahodna pot),lahka neoznačena steza
Rzenik,Planina Dol - Rzenik (vzhodna pot),lahka neoznačena steza
Rzenik,Planina Dol - Rzenik (zahodna pot),lahka neoznačena steza
Rž,Aljažev dom v Vratih - Rž (Tominškova pot),zahtevno brezpotje
Rž,Aljažev dom v Vratih - Rž (čez Prag),zahtevno brezpotje
Rž,Dolina Kot - Rž,zahtevno brezpotje
Rž,Dolina Krma - Rž,zahtevno brezpotje
Sankaška koča,Begunje (Krpin) - Sankaška koča (ob smučišču),lahka označena pot
Sankaška koča,Begunje (Krpin) - Sankaška koča (po kolovozu),lahka označena pot
Sankaška koča,Begunje (PGD Begunje) - Sankaška koča (Petrova pot),lahka označena pot
Sankaška koča,Rodine - Sankaška koča,lahka neoznačena steza
Sebenje,Sebenje - Sebenje (Pot treh zvonov),lahka označena pot
Senčnica Josipine Turnograjske,Potoče - Senčnica Josipine Turnograjske,lahka označena pot
Senčnica Josipine Turnograjske,Preddvor - Senčnica Josipine Turnograjske,lahka označena pot
Setiče/Freiberg,Sele / Zell-Pharre - Setiče/Freiberg,lahka označena pot
Sevčnik,Založe (Hotunjščica) - Sevčnik (Andraška pot (pri Vodostečni)),lahka označena pot
Skala,Slovenske Konjice - Skala (položna pot),lahka označena pot
Skala,Slovenske Konjice - Skala (strma pot),zelo zahtevna označena pot
Skala,Žička kartuzija - Skala,lahka označena pot
Skalni vrh (Vodemla),Hrastovec - Skalni vrh (Vodemla) (po grebenu),lahka označena pot
Skalni vrh (Vodemla),Škalske Cirkovce - Skalni vrh (Vodemla),lahka označena pot
Skubrov vrh,Makekova Kočna - Skubrov vrh,lahka neoznačena steza
Skuta,Koča pod slapom Rinka - Skuta (skozi Turski žleb),zelo zahtevna označena pot
Skuta,Ravenska Kočna - Skuta (mimo žičnice in čez Dolgi hrbet),zelo zahtevna označena pot
Skuta,Ravenska Kočna - Skuta (po ferati in čez Dolgi hrbet),izjemno zahtevna označena pot
Skuta,Ravenska Kočna - Skuta (umik Žrela in čez Dolgi hrbet),zelo zahtevna označena pot
Skuta,Ravenska Kočna - Skuta (čez Štularjevo planino in Dolgi hrbet),zelo zahtevna označena pot
Skuta,Suhadolnik - Skuta (čez Kokrsko sedlo),zahtevna označena pot
Skuta,V  Koncu - Skuta (čez Gamsov skret),zelo zahtevna neoznačena steza
Skuta,V Koncu - Skuta (čez Kokrsko sedlo),zahtevna označena pot
Skuta,V Koncu - Skuta (čez Žmavčarje),zelo zahtevna neoznačena steza
Skutman,Kokra (počivališče Kokra-sotočje) - Skutman,lahka neoznačena steza
Skutman,Možjanca - Skutman,lahka neoznačena steza
Skutman,Možjanca - Skutman (čez Zapečnikovo planino),lahka neoznačena steza
Skutman,Spodnja Kokra - Skutman (čez Kopo),lahka neoznačena steza
Skutman,Spodnja postaja žičnice na Krvavec - Skutman (čez Kopo),lahka neoznačena steza
Skutnik /Monte Guarda,Učja - Skutnik /Monte Guarda,lahka označena pot
Skutnik/Torre Guarda,Planina Mangrt - Skutnik/Torre Guarda,delno zahtevna neoznačena pot
Slap Beri,Poljubinj - Slap Beri,zahtevna označena pot
Slap Boka,Most Boka - Slap Boka (do razgledne točke),lahka označena pot
Slap Boka,Most Boka - Slap Boka (po strugi),zahtevno brezpotje
Slap Mostnice,Stara Fužina - Slap Mostnice (skozi korita Mostnice),lahka označena pot
Slap Orglice,Pred Belo - Slap Orglice,lahka neoznačena steza
Slap Palenk,Hotel Plesnik - Slap Palenk,lahka označena pot
